Symbol,Name,Sector,Industry
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
NTST,NetSTREIT Corp. Common Stock,Real Estate,Real Estate Investment Trusts
NTWK,NetSol Technologies Inc. Common  Stock,Technology,Computer Software: Prepackaged Software
NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,,
NTZ,Natuzzi S.p.A.,Consumer Discretionary,Home Furnishings
NU,Nu Holdings Ltd. Class A Ordinary Shares,Finance,Finance: Consumer Services
NUAI,New Era Energy & Digital Inc. Common Stock,Energy,Oil & Gas Production
NUAIW,New Era Energy & Digital Inc. Warrants,,
NUE,Nucor Corporation Common Stock,Industrials,Steel/Iron Ore
NUKK,Nukkleus Inc. Common Stock,Consumer Discretionary,Professional Services
NUKKW,Nukkleus Inc. Warrants,Consumer Discretionary,Professional Services
NUS,Nu Skin Enterprises Inc. Common Stock,Health Care,Other Pharmaceuticals
NUTR,Nusatrip Incorporated Common Stock,Consumer Discretionary,Transportation Services
NUTX,Nutex Health Inc. Common Stock,Real Estate,Real Estate
NUV,Nuveen Municipal Value Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
NUVB,Nuvation Bio Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NUVL,Nuvalent Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NUW,Nuveen AMT-Free Municipal Value Fund,Finance,Investment Managers
NUWE,Nuwellis Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVA,Nova Minerals Limited American Depositary Shares,Basic Materials,Precious Metals
NVAWW,Nova Minerals Limited Warrant,Basic Materials,Precious Metals
NVAX,Novavax Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,NovoCure Limited Ordinary Shares,Health Care,Medical/Dental Instruments
NVCT,Nuvectis Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVDA,NVIDIA Corporation Common Stock,Technology,Semiconductors
NVEC,NVE Corporation Common Stock,Technology,Semiconductors
NVFY,Nova Lifestyle Inc. Common Stock,Consumer Discretionary,Home Furnishings
NVG,Nuveen AMT-Free Municipal Credit Income Fund ,Finance,Investment Managers
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),Consumer Discretionary,Marine Transportation
NVMI,Nova Ltd. Ordinary Shares,Technology,Electronic Components
NVNI,Nvni Group Limited Ordinary Shares,Technology,Computer Software: Prepackaged Software
NVNIW,Nvni Group Limited Warrants,Technology,Computer Software: Prepackaged Software
NVNO,enVVeno Medical Corporation Common Stock,Health Care,Medical/Dental Instruments
NVO,Novo Nordisk A/S Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVR,NVR Inc. Common Stock,Consumer Discretionary,Homebuilding
NVRI,Enviri Corporation Common Stock,Miscellaneous,Diversified Commercial Services
NVS,Novartis AG Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NVST,Envista Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
NVT,nVent Electric plc Ordinary Shares ,Industrials,Industrial Machinery/Components
NVTS,Navitas Semiconductor Corporation Common Stock,Technology,Semiconductors
NVVE,Nuvve Holding Corp. Common Stock,Industrials,Electrical Products
NVVEW,Nuvve Holding Corp. Warrant,Industrials,Electrical Products
NVX,NOVONIX Limited American Depository Shares,Miscellaneous,Industrial Machinery/Components
NWBI,Northwest Bancshares Inc. Common Stock,Finance,Major Banks
NWE,NorthWestern Energy Group Inc. Common Stock,Utilities,Power Generation
NWFL,Norwood Financial Corp. Common Stock,Finance,Major Banks
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),Finance,Commercial Banks
NWGL,Nature Wood Group Limited American Depositary Shares,Energy,
NWL,Newell Brands Inc. Common Stock,Industrials,Plastic Products
NWN,Northwest Natural Holding Company Common Stock,Utilities,Oil/Gas Transmission
NWPX,NWPX Infrastructure Inc. Common Stock,Industrials,Steel/Iron Ore
NWS,News Corporation Class B Common Stock,Consumer Discretionary,Newspapers/Magazines
NWSA,News Corporation Class A Common Stock,Consumer Discretionary,Newspapers/Magazines
NWTG,Newton Golf Company Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
NWTN,NWTN Inc. Class B Ordinary Shares,Industrials,Auto Manufacturing
NWTNW,NWTN Inc. Warrant,Industrials,Auto Manufacturing
NX,Quanex Building Products Corporation Common Stock,Industrials,Metal Fabrications
NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,Finance,Investment Managers
NXDR,Nextdoor Holdings Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
NXDT,NexPoint Diversified Real Estate Trust Common Stock,Real Estate,Real Estate Investment Trusts
NXDT^A,NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share),,
NXE,Nexgen Energy Ltd. Common Shares,Basic Materials,Other Metals and Minerals
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,
NXGL,NexGel Inc Common Stock,Health Care,Medical/Dental Instruments
NXGLW,NexGel Inc Warrant,Health Care,Medical/Dental Instruments
NXJ,Nuveen New Jersey Qualified Municipal Fund ,Finance,Finance/Investors Services
NXL,Nexalin Technology Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXLIW,Nexalin Technology Inc. Warrant,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,Finance,Trusts Except Educational Religious and Charitable
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,Finance,Trusts Except Educational Religious and Charitable
NXPI,NXP Semiconductors N.V. Common Stock,Technology,Semiconductors
NXPL,NextPlat Corp Common Stock,Telecommunications,Telecommunications Equipment
NXPLW,NextPlat Corp Warrants,Telecommunications,Telecommunications Equipment
NXRT,NexPoint Residential Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NXST,Nexstar Media Group Inc. Common Stock,Industrials,Broadcasting
NXT,Nextracker Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
NXTC,NextCure Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NXTT,Next Technology Holding Inc. Ordinary Shares,Technology,EDP Services
NXXT,NextNRG Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NYAX,Nayax Ltd. Ordinary Shares,Technology,Computer Software: Prepackaged Software
NYC,American Strategic Investment Co. Class A Common Stock,Real Estate,Real Estate Investment Trusts
NYMT,New York Mortgage Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
NYMTG,New York Mortgage Trust Inc. 9.125% Senior Notes Due 2030,Real Estate,Real Estate Investment Trusts
NYMTH,New York Mortgage Trust Inc. 9.875% Senior Notes Due 2030,,
NYMTI,New York Mortgage Trust Inc. 9.125% Senior Notes Due 2029,Real Estate,Real Estate Investment Trusts
NYMTL,New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts
NYMTM,New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
NYMTN,New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts
NYMTZ,New York Mortgage Trust Inc. 7.000% Series G Cumulative Redeemable Preferred Stock $0.01 par value per share,Real Estate,Real Estate Investment Trusts
NYT,New York Times Company (The) Common Stock,Consumer Discretionary,Newspapers/Magazines
NYXH,Nyxoah SA Ordinary Shares,Health Care,Medical/Dental Instruments
NZF,Nuveen Municipal Credit Income Fund ,Finance,Finance Companies
O,Realty Income Corporation Common Stock,Real Estate,Real Estate Investment Trusts
OABI,OmniAb Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OABIW,OmniAb Inc. Warrant,Health Care,Biotechnology: Commercial Physical & Biological Resarch
OACC,Oaktree Acquisition Corp. III Life Sciences Class A Ordinary Share,Finance,Blank Checks
OACCU,Oaktree Acquisition Corp. III Life Sciences Unit,Finance,Blank Checks
OACCW,Oaktree Acquisition Corp. III Life Sciences Warrant,Finance,Blank Checks
OAK^A,Brookfield Oaktree Holdings LLC 6.625% Series A Preferred Units,,
OAK^B,Brookfield Oaktree Holdings LLC 6.550% Series B Preferred Units,,
OAKU,Oak Woods Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks
OAKUR,Oak Woods Acquisition Corporation Right,Finance,Blank Checks
OAKUW,Oak Woods Acquisition Corporation Warrant,Finance,Blank Checks
OBA,Oxley Bridge Acquisition Limited Class A Ordinary Shares,Finance,Blank Checks
OBAWU,Oxley Bridge Acquisition Limited Unit,,
OBAWW,Oxley Bridge Acquisition Limited Warrants,Finance,Blank Checks
OBDC,Blue Owl Capital Corporation Common Stock,Finance,Diversified Financial Services
OBE,Obsidian Energy Ltd. Common Shares,Energy,Oil & Gas Production
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,Health Care, Medicinal Chemicals and Botanical Products 
OBK,Origin Bancorp Inc. Common Stock,Finance,Major Banks
OBLG,Oblong Inc. Common Stock,Technology,Computer Software: Programming Data Processing
OBT,Orange County Bancorp Inc. Common Stock,Finance,Major Banks
OC,Owens Corning Inc Common Stock New,Industrials,Industrial Machinery/Components
OCC,Optical Cable Corporation Common Stock,Industrials,Telecommunications Equipment
OCCI,OFS Credit Company Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
OCCIM,OFS Credit Company Inc. 7.875% Series F Term Preferred Stock,,
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,Finance,Trusts Except Educational Religious and Charitable
OCCIO,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,Finance,Trusts Except Educational Religious and Charitable
OCFC,OceanFirst Financial Corp. Common Stock,Finance,Major Banks
OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing thirty ordinary shares,Technology,Computer Software: Programming Data Processing
OCG,Oriental Culture Holding LTD Ordinary Shares,Consumer Discretionary,Other Consumer Services
OCGN,Ocugen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCS,Oculis Holding AG Ordinary shares,Health Care,Biotechnology: Pharmaceutical Preparations
OCSAW,Oculis Holding AG Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
OCSL,Oaktree Specialty Lending Corporation Common Stock,Finance,Finance: Consumer Services
OCTO,Eightco Holdings Inc. Common Stock,,
OCUL,Ocular Therapeutix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ODC,Oil-Dri Corporation Of America Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,Consumer Discretionary,Package Goods/Cosmetics
ODFL,Old Dominion Freight Line Inc. Common Stock,Industrials,Trucking Freight/Courier Services
ODP,The ODP Corporation Common Stock,Consumer Discretionary,Other Specialty Stores
ODV,Osisko Development Corp. Common Shares,Basic Materials,Precious Metals
ODVWZ,Osisko Development Corp. Warrant expiring 5/27/2027,Basic Materials,Precious Metals
ODYS,Odysight.ai Inc. Common Stock,Technology,Electronic Components
OEC,Orion S.A. Common Shares,Industrials,Major Chemicals
OESX,Orion Energy Systems Inc. Common Stock,Consumer Discretionary,Building Products
OFAL,OFA Group Ordinary Shares,Consumer Discretionary,Military/Government/Technical
OFG,OFG Bancorp Common Stock,Finance,Major Banks
OFIX,Orthofix Medical Inc. Common Stock (DE),Health Care,Medical/Dental Instruments
OFLX,Omega Flex Inc. Common Stock,Industrials,Industrial Specialties
OFS,OFS Capital Corporation Common Stock,Finance,Finance/Investors Services
OFSSO,OFS Capital Corporation 7.50% Notes due 2028,,
OGE,OGE Energy Corp Common Stock,Utilities,Electric Utilities: Central
OGEN,Oragenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OGI,Organigram Global Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
OGN,Organon & Co. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
OGS,ONE Gas Inc. Common Stock,Utilities,Oil/Gas Transmission
OHI,Omega Healthcare Investors Inc. Common Stock,Real Estate,Real Estate Investment Trusts
OI,O-I Glass Inc. Common Stock,Consumer Discretionary,Containers/Packaging
OIA,Invesco Municipal Income Opportunities Trust Common Stock,Finance,Finance Companies
OII,Oceaneering International Inc. Common Stock,Energy,Oilfield Services/Equipment
OIS,Oil States International Inc. Common Stock,Consumer Discretionary,Oil and Gas Field Machinery
OKE,ONEOK Inc. Common Stock,Utilities,Oil & Gas Production
OKLO,Oklo Inc. Class A common stock,Utilities,Electric Utilities: Central
OKTA,Okta Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
OKUR,OnKure Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OKYO,OKYO Pharma Limited Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OLB,The OLB Group Inc. Common Stock,Real Estate,Real Estate
OLED,Universal Display Corporation Common Stock,Technology,Electrical Products
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
OLMA,Olema Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OLN,Olin Corporation Common Stock,Industrials,Major Chemicals
OLO,Olo Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
OLP,One Liberty Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
OLPX,Olaplex Holdings Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
OM,Outset Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,Consumer Discretionary,Aerospace
OMC,Omnicom Group Inc. Common Stock,Consumer Discretionary,Advertising
OMCC,Old Market Capital Corporation Common Stock,Finance,Finance Companies
OMCL,Omnicell Inc. Common Stock ($0.001 par value),Technology,Computer Manufacturing
OMDA,Omada Health Inc. Common Stock,Health Care,Medical/Nursing Services
OMER,Omeros Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
OMEX,Odyssey Marine Exploration Inc. Common Stock,Consumer Discretionary,Marine Transportation
OMF,OneMain Holdings Inc. Common Stock,Finance,Finance: Consumer Services
OMH,Ohmyhome Limited Class A Ordinary Shares,Finance,Real Estate
OMI,Owens & Minor Inc. Common Stock,Health Care,Medical Specialities
OMSE,OMS Energy Technologies Inc. Ordinary Shares,Consumer Discretionary,Oil and Gas Field Machinery
ON,ON Semiconductor Corporation Common Stock,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,Finance,Major Banks
ONBPO,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series C Preferred Stock,Finance,Major Banks
ONBPP,Old National Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series A Preferred Stock,Finance,Major Banks
ONC,BeOne Medicines Ltd. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ONCHU,1RT Acquisition Corp. Units,,
ONCO,Onconetix Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ONCY,Oncolytics Biotech Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ONDS,Ondas Holdings Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
ONEG,OneConstruction Group Limited Ordinary Shares,Consumer Discretionary,Homebuilding
ONEW,OneWater Marine Inc. Class A Common Stock,Consumer Discretionary,Auto & Home Supply Stores
ONFO,Onfolio Holdings Inc. Common Stock,Technology,EDP Services
ONFOW,Onfolio Holdings Inc. Warrant,Technology,EDP Services
ONIT,Onity Group Inc. Common Stock,Finance,Finance: Consumer Services
ONL,Orion Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
